miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)				
MIRT000631	hsa-miR-155-5p	Homo sapiens	INPP5D	3635	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Functional MTI	20041145				
MIRT000631	hsa-miR-155-5p	Homo sapiens	INPP5D	3635	Homo sapiens	Luciferase reporter assay//Reporter assay	Western blot	qRT-PCR	Other	Functional MTI	19359473	
MIRT000631	hsa-miR-155-5p	Homo sapiens	INPP5D	3635	Homo sapiens	GFP reporter assay//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	19641183				
MIRT000631	hsa-miR-155-5p	Homo sapiens	INPP5D	3635	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24522920				
MIRT000631	hsa-miR-155-5p	Homo sapiens	INPP5D	3635	Homo sapiens	EMSA//Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25971362				
MIRT020983	hsa-miR-155-5p	Homo sapiens	INPP5F	22876	Homo sapiens	Reporter assay	Other	Functional MTI	20584899			
MIRT735181	hsa-miR-3127-5p	Homo sapiens	INPP5J	27124	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25849943				
MIRT003238	hsa-miR-205-5p	Homo sapiens	INPPL1	3636	Homo sapiens	Western blot//Luciferase reporter assay//Northern blot//Reporter assay	Western blot	Other	Functional MTI	19033458		
MIRT004354	hsa-miR-184	Homo sapiens	INPPL1	3636	Homo sapiens	Luciferase reporter assay	Functional MTI	24183204				
MIRT053161	hsa-miR-24-3p	Homo sapiens	INSIG1	3638	Homo sapiens	Immunofluorescence//qRT-PCR//Western blot	Functional MTI	24677249				
MIRT438296	hsa-miR-195-5p	Homo sapiens	INSR	3643	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25240198				
MIRT731383	hsa-miR-15b-5p	Homo sapiens	INSR	3643	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26179126				
MIRT020710	hsa-miR-155-5p	Homo sapiens	INTS6	26512	Homo sapiens	Reporter assay	Other	Functional MTI	20584899			
MIRT002697	hsa-miR-124-3p	Homo sapiens	IQGAP1	8826	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19843643				
MIRT002697	hsa-miR-124-3p	Homo sapiens	IQGAP1	8826	Homo sapiens	Luciferase reporter assay//Microarray	Functional MTI	15685193				
MIRT002697	hsa-miR-124-3p	Homo sapiens	IQGAP1	8826	Homo sapiens	Immunoblot//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	21196113				
MIRT002697	hsa-miR-124-3p	Homo sapiens	IQGAP1	8826	Homo sapiens	Luciferase reporter assay	Functional MTI	26934121				
MIRT733787	hsa-miR-506-3p	Homo sapiens	IQGAP1	8826	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26398880				
MIRT734339	hsa-miR-506-5p	Homo sapiens	IQGAP1	8826	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26398880				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Western blot//Northern blot	Functional MTI	18504431				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	20061417				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	qRT-PCR//Western blot//Immunofluorescence	Functional MTI	19918258				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR	Functional MTI	16885212				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	ELISA//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	20542134				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	qRT-PCR//Western blot	Functional MTI	21178010				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	21632853				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay	Functional MTI	22593544				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Western blot	Functional MTI	20110513				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23680172				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22992343				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23018031				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	QRTPCR//Western blot	Functional MTI	24867582				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay	Functional MTI	24107356				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Microarray//Western blot	Functional MTI	23952003				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay	Functional MTI	25623956				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26151128				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	ELISA//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	27636999				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25889446				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	ELISA//EMSA//Microarray//qRT-PCR//Western blot	Functional MTI	27922090				
MIRT000712	hsa-miR-146a-5p	Homo sapiens	IRAK1	3654	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25805648				
MIRT005395	hsa-miR-146b-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR	Functional MTI	16885212				
MIRT005395	hsa-miR-146b-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23680172				
MIRT005395	hsa-miR-146b-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27533309				
MIRT054357	hsa-miR-21-5p	Homo sapiens	IRAK1	3654	Homo sapiens	Chip//ELISA//Flow cytometry//Luciferase reporter assay//QRTPCR//Western blot	Functional MTI	23633945				
MIRT734968	hsa-miR-146b-3p	Homo sapiens	IRAK1	3654	Homo sapiens	Luciferase reporter assay	Functional MTI	25771167				
MIRT000304	hsa-miR-146a-5p	Homo sapiens	IRAK2	3656	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20124483				
MIRT000304	hsa-miR-146a-5p	Homo sapiens	IRAK2	3656	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25889446				
MIRT005808	hsa-miR-155-3p	Homo sapiens	IRAK3	11213	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20852130				
MIRT438881	hsa-miR-212-3p	Homo sapiens	IRAK4	51135	Homo sapiens	Luciferase reporter assay	Functional MTI	23264652				
MIRT438882	hsa-miR-132-3p	Homo sapiens	IRAK4	51135	Homo sapiens	Luciferase reporter assay	Functional MTI	23264652				
MIRT733688	hsa-miR-10a-3p	Homo sapiens	IRAK4	51135	Homo sapiens	Luciferase reporter assay	Functional MTI	26821827				
MIRT006535	hsa-miR-383-5p	Homo sapiens	IRF1	3659	Homo sapiens	Flow//Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21368870				
MIRT053354	hsa-miR-23a-3p	Homo sapiens	IRF1	3659	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//GFP reporter assay	Functional MTI	23785404				
MIRT053354	hsa-miR-23a-3p	Homo sapiens	IRF1	3659	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27279136				
MIRT672613	hsa-miR-130b-3p	Homo sapiens	IRF1	3659	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25617495				
MIRT733577	hsa-miR-502-5p	Homo sapiens	IRF1	3659	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27866197				
MIRT006178	hsa-miR-20a-5p	Homo sapiens	IRF2	3660	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	21880628				
MIRT536618	hsa-miR-520c-3p	Homo sapiens	IRF2	3660	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28203525				
MIRT536621	hsa-miR-18a-5p	Homo sapiens	IRF2	3660	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26173586				
MIRT004534	hsa-miR-125b-5p	Homo sapiens	IRF4	3662	Homo sapiens	qRT-PCR//Luciferase reporter assay	Functional MTI	20497960				
MIRT732831	hsa-miR-125a-3p	Homo sapiens	IRF4	3662	Homo sapiens	Chromatin immunoprecipitation//Microarray//qRT-PCR//Western blot	Functional MTI	28052011				
MIRT732835	hsa-miR-320c	Homo sapiens	IRF4	3662	Homo sapiens	Chromatin immunoprecipitation//Microarray//qRT-PCR//Western blot	Functional MTI	28052011				
MIRT007158	hsa-miR-22-3p	Homo sapiens	IRF5	3663	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23303785				
MIRT733643	hsa-miR-762	Homo sapiens	IRF7	3665	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26597380				
MIRT190679	hsa-miR-373-3p	Homo sapiens	IRF9	10379	Homo sapiens	Immunoprecipitaion//qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25589644				
MIRT735156	hsa-miR-302d-3p	Homo sapiens	IRF9	10379	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28318807				
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR//Western blot//Reporter assay	Other	Functional MTI	17827156			
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	qRT-PCR//Western blot	Functional MTI	19391107				
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay	Functional MTI	22431718				
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23201159				
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24690171				
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23714355				
MIRT000731	hsa-miR-145-5p	Homo sapiens	IRS1	3667	Homo sapiens	qRT-PCR//In situ hybridization//Western blot	Functional MTI	25477374				
MIRT003807	hsa-miR-7-5p	Homo sapiens	IRS1	3667	Homo sapiens	Western blot	Functional MTI	18483236				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	18834857				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay	Functional MTI	21464990				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23603512				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23893300				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay	Functional MTI	26893711				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26617742				
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	27119351				
MIRT006859	hsa-miR-148a-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22935141				
MIRT006860	hsa-miR-152-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22935141				
MIRT437910	hsa-miR-105-5p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25280563				
MIRT732116	hsa-miR-1225-5p	Homo sapiens	IRS1	3667	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	26684358				
MIRT734527	hsa-miR-144-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27069535				
MIRT735025	hsa-miR-628-5p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay	Functional MTI	27766036				
MIRT735485	hsa-miR-384	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27542674				
MIRT003808	hsa-miR-7-5p	Homo sapiens	IRS2	8660	Homo sapiens	Reporter assay//Western blot//Reporter assay	Western blot	Functional MTI	18483236			
MIRT006332	hsa-miR-145-5p	Homo sapiens	IRS2	8660	Homo sapiens	Luciferase reporter assay	Functional MTI	22431718				
MIRT007355	hsa-miR-33a-5p	Homo sapiens	IRS2	8660	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	23547260				
MIRT052219	hsa-let-7b-5p	Homo sapiens	IRS2	8660	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24810113				
MIRT437827	hsa-miR-135a-5p	Homo sapiens	IRS2	8660	Homo sapiens	Luciferase reporter assay	Functional MTI	23579070				
MIRT732366	hsa-miR-338-3p	Homo sapiens	IRS2	8660	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28123847				
MIRT732620	hsa-miR-146a-5p	Homo sapiens	IS2	282552	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	26238771				
MIRT003163	hsa-miR-210-3p	Homo sapiens	ISCU	23479	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19808020				
MIRT003163	hsa-miR-210-3p	Homo sapiens	ISCU	23479	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	21801864				
MIRT005717	hsa-miR-21-5p	Homo sapiens	ISCU	23479	Homo sapiens	Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20480266				
MIRT438369	hsa-miR-128-3p	Homo sapiens	ISL1	3670	Homo sapiens	Luciferase reporter assay	Functional MTI	24055866				
MIRT000372	hsa-miR-106b-5p	Homo sapiens	ITCH	83737	Homo sapiens	Luciferase reporter assay	Functional MTI	19074548				
MIRT000372	hsa-miR-106b-5p	Homo sapiens	ITCH	83737	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19096009				
MIRT000372	hsa-miR-106b-5p	Homo sapiens	ITCH	83737	Homo sapiens	Immunoprecipitaion//Luciferase reporter assay//qRT-PCR	Functional MTI	26621835				
MIRT735172	hsa-miR-214-5p	Homo sapiens	ITCH	83737	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25815880				
MIRT005675	hsa-miR-29a-3p	Homo sapiens	ITGA11	22801	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR	Functional MTI	20971881				
MIRT734486	hsa-miR-199a-5p	Homo sapiens	ITGA3	3675	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28324890				
MIRT734487	hsa-miR-199b-5p	Homo sapiens	ITGA3	3675	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28324890				
MIRT734488	hsa-miR-199a-3p	Homo sapiens	ITGA3	3675	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28324890				
MIRT734489	hsa-miR-199b-3p	Homo sapiens	ITGA3	3675	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28324890				
MIRT735075	hsa-miR-101-3p	Homo sapiens	ITGA3	3675	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28102841				
MIRT003031	hsa-miR-92a-3p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//Western blot//Microarray	Functional MTI	19460962				
MIRT004976	hsa-miR-31-5p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19524507				
MIRT004976	hsa-miR-31-5p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay	Functional MTI	27050274				
MIRT004976	hsa-miR-31-5p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26729197				
MIRT007314	hsa-miR-148b-3p	Homo sapiens	ITGA5	3678	Homo sapiens	Western blot	Functional MTI	23238785				
MIRT007314	hsa-miR-148b-3p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay	Functional MTI	23233531				
MIRT053040	hsa-miR-152-3p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23238588				
MIRT053480	hsa-miR-148a-3p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	21703006				
MIRT054779	hsa-miR-205-5p	Homo sapiens	ITGA5	3678	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24434435				
MIRT731168	hsa-miR-26a-5p	Homo sapiens	ITGA5	3678	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	25537511				
MIRT731715	hsa-miR-17-3p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27499367				
MIRT734133	hsa-miR-330-5p	Homo sapiens	ITGA5	3678	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28336765				
MIRT086118	hsa-miR-92b-3p	Homo sapiens	ITGA6	3655	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28036265				
MIRT437371	hsa-miR-29c-3p	Homo sapiens	ITGA6	3655	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24091622				
MIRT437372	hsa-miR-29b-3p	Homo sapiens	ITGA6	3655	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23354167				
MIRT437372	hsa-miR-29b-3p	Homo sapiens	ITGA6	3655	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24091622				
MIRT437373	hsa-miR-29a-3p	Homo sapiens	ITGA6	3655	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24091622				
MIRT733607	hsa-miR-140-3p	Homo sapiens	ITGA6	3655	Homo sapiens	Luciferase reporter assay//Microarray//Next Generation Sequencing (NGS)//Western blot	Functional MTI	27502506				
MIRT735223	hsa-miR-188-5p	Homo sapiens	ITGA7	3679	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26191188				
MIRT005895	hsa-miR-194-5p	Homo sapiens	ITGA9	3680	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20979124				
MIRT734675	hsa-miR-125b-1-3p	Homo sapiens	ITGA9	3680	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26596831				
MIRT026587	hsa-miR-192-5p	Homo sapiens	ITGAV	3685	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	26506238				
MIRT733006	hsa-miR-548c-3p	Homo sapiens	ITGAV	3685	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27310302				
MIRT734502	hsa-miR-92b-3p	Homo sapiens	ITGAV	3685	Homo sapiens	Luciferase reporter assay	Functional MTI	26934001				
MIRT002731	hsa-miR-124-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Immunoblot//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	21196113				
MIRT002731	hsa-miR-124-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay	Functional MTI	21112327				
MIRT002731	hsa-miR-124-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay	Functional MTI	22085528				
MIRT004015	hsa-miR-183-5p	Homo sapiens	ITGB1	3688	Homo sapiens	Immunoblot//Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Reporter assay	Other	Functional MTI	19940135			
MIRT026513	hsa-miR-192-5p	Homo sapiens	ITGB1	3688	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	26506238				
MIRT035520	hsa-miR-9-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay	Functional MTI	23530058				
MIRT054591	hsa-miR-134-5p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	24498348				
MIRT054592	hsa-miR-130b-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24498407				
MIRT438919	hsa-miR-29b-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23354167				
MIRT731308	hsa-miR-29c-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	26766915				
MIRT731308	hsa-miR-29c-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24870620				
MIRT731594	hsa-miR-29a-3p	Homo sapiens	ITGB1	3688	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26903137				
MIRT734788	hsa-miR-143-3p	Homo sapiens	ITGB1	3688	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26722463				
MIRT000708	hsa-let-7a-5p	Homo sapiens	ITGB3	3690	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	18679415				
MIRT048710	hsa-miR-98-5p	Homo sapiens	ITGB3	3690	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26445551				
MIRT054066	hsa-let-7c-5p	Homo sapiens	ITGB3	3690	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23981581				
MIRT054476	hsa-miR-320a	Homo sapiens	ITGB3	3690	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24443232				
MIRT054476	hsa-miR-320a	Homo sapiens	ITGB3	3690	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	25924850				
MIRT438114	hsa-miR-124-3p	Homo sapiens	ITGB3	3690	Homo sapiens	Luciferase reporter assay	Functional MTI	23451109				
MIRT731716	hsa-miR-17-3p	Homo sapiens	ITGB3	3690	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27499367				
MIRT732305	hsa-miR-30a-5p	Homo sapiens	ITGB3	3690	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27576787				
MIRT735035	hsa-miR-192-5p	Homo sapiens	ITGB3	3690	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	26506238				
MIRT735439	hsa-miR-338-3p	Homo sapiens	ITGB3	3690	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27431198				
MIRT734789	hsa-miR-143-3p	Homo sapiens	ITGB4	3691	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26722463				
MIRT004104	hsa-miR-93-5p	Homo sapiens	ITGB8	3696	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20956944				
MIRT006494	hsa-miR-145-5p	Homo sapiens	ITGB8	3696	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//GFP reporter assay//In situ hybridization//Microarray//Western blot	Functional MTI	21701675				
MIRT053108	hsa-miR-17-5p	Homo sapiens	ITGB8	3696	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23602254				
MIRT053109	hsa-miR-20a-5p	Homo sapiens	ITGB8	3696	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23602254				
MIRT053478	hsa-miR-148a-3p	Homo sapiens	ITGB8	3696	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	21703006				
MIRT162735	hsa-miR-204-5p	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT162736	hsa-miR-211-5p	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT438771	hsa-miR-494-3p	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT438773	hsa-miR-34c-5p	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT438776	hsa-miR-34b-3p	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT438777	hsa-miR-449a	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT438780	hsa-miR-448	Homo sapiens	ITPR1	3708	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24960059				
MIRT438158	hsa-miR-194-5p	Homo sapiens	ITSN1	6453	Homo sapiens	Luciferase reporter assay	Functional MTI	24197061				
MIRT021530	hsa-miR-145-5p	Homo sapiens	JADE1	79960	Homo sapiens	Reporter assay	Microarray	Functional MTI	21351259			
MIRT000074	hsa-miR-34a-5p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20351093				
MIRT000074	hsa-miR-34a-5p	Homo sapiens	JAG1	182	Homo sapiens	Flow//Immunoblot//Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	19398721				
MIRT000074	hsa-miR-34a-5p	Homo sapiens	JAG1	182	Homo sapiens	Flow//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24307639				
MIRT000176	hsa-miR-21-5p	Homo sapiens	JAG1	182	Homo sapiens	Flow//Immunoblot//Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	19398721				
MIRT000176	hsa-miR-21-5p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay	Functional MTI	22618231				
MIRT006291	hsa-miR-34b-3p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22113133				
MIRT006891	hsa-miR-524-5p	Homo sapiens	JAG1	182	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22871495				
